"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL577945";"";"0";"420.50";"1";"5.94";"26";"C[C@@](O)(c1ccc(F)cc1)[C@H]1CCCC2=Cc3c(-c4ccc(F)cc4)ncn3C[C@@]21C";"Ki";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"20.69";"0.38";"2.76";"22.86";"0";"CHEMBL1039873";"Displacement of GS-red from human glucocorticoid receptor by fluorescent polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156812";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None";""
"CHEMBL566575";"";"0";"416.54";"1";"6.11";"30";"Cc1cccc([C@@](C)(O)[C@H]2CCCC3=Cc4c(-c5ccc(F)cc5)ncn4C[C@@]32C)c1";"Ki";"'='";"2.5";"nM";"8.60";"";"";"UO_0000065";"20.65";"0.38";"2.49";"22.61";"0";"CHEMBL1039873";"Displacement of GS-red from human glucocorticoid receptor by fluorescent polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156812";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None";""
"CHEMBL567027";"";"0";"436.96";"1";"6.45";"31";"C[C@@](O)(c1ccc(Cl)cc1)[C@H]1CCCC2=Cc3c(-c4ccc(F)cc4)ncn3C[C@@]21C";"Ki";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"19.91";"0.38";"2.25";"22.86";"0";"CHEMBL1039873";"Displacement of GS-red from human glucocorticoid receptor by fluorescent polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156812";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None";""
"CHEMBL565320";"";"0";"366.48";"1";"5.22";"43";"C=CC[C@@](C)(O)[C@H]1CCCC2=Cc3c(-c4ccc(F)cc4)ncn3C[C@@]21C";"Ki";"'='";"4.3";"nM";"8.37";"";"";"UO_0000065";"22.83";"0.42";"3.15";"21.99";"0";"CHEMBL1039873";"Displacement of GS-red from human glucocorticoid receptor by fluorescent polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156812";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None";""
"CHEMBL566387";"";"0";"382.52";"1";"5.83";"44";"CCCC[C@@](C)(O)[C@H]1CCCC2=Cc3c(-c4ccc(F)cc4)ncn3C[C@@]21C";"Ki";"'='";"7.9";"nM";"8.10";"";"";"UO_0000065";"21.18";"0.40";"2.27";"21.29";"0";"CHEMBL1039873";"Displacement of GS-red from human glucocorticoid receptor by fluorescent polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156812";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None";""
"CHEMBL437166";"";"0";"592.74";"2";"6.11";"16";"CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)CC(=O)Nc4ccc(C(=O)O)cc4)cc3)C[C@@]21C";"Ki";"'='";"2.7";"nM";"8.57";"";"";"UO_0000065";"14.46";"0.27";"2.46";"8.01";"0";"CHEMBL906013";"Displacement of radiolabeled Dexamethasone from human GR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143774";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL3582122";"";"0";"360.46";"0";"3.94";"12h";"CC1(C)Nc2c(cc(-c3cccc4nncn34)c3c2CCC3)C(C)(C)C1=O";"Ki";"'='";"53.0";"nM";"7.28";"";"";"UO_0000065";"20.18";"0.37";"3.34";"12.27";"0";"CHEMBL3583216";"Displacement of [3H]-dexamethasone from cytosolic fraction of human recombinant glucocorticoid receptor by scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3580565";"1";"Scientific Literature";"J. Med. Chem.";"2015";"None";""
"CHEMBL1276308";"MIFEPRISTONE";"4";"429.60";"1";"5.41";"1";"CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C";"Ki";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"19.14";"0.35";"2.81";"20.28";"0";"CHEMBL3583216";"Displacement of [3H]-dexamethasone from cytosolic fraction of human recombinant glucocorticoid receptor by scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3580565";"1";"Scientific Literature";"J. Med. Chem.";"2015";"None";""
"CHEMBL396231";"";"0";"391.47";"0";"3.05";"24";"COc1ccc(C2CCN(c3[nH]c(=O)[nH]c(=O)c3Cc3ccccc3)CC2)cc1";"Ki";"'='";"45.0";"nM";"7.35";"";"";"UO_0000065";"18.77";"0.35";"4.30";"9.40";"0";"CHEMBL890428";"Displacement of [3H]dexamethasone from human recombinant GR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146208";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL231093";"";"0";"395.89";"0";"3.69";"19";"O=c1[nH]c(N2CCC(c3ccccc3)CC2)c(Cc2ccc(Cl)cc2)c(=O)[nH]1";"Ki";"'='";"31.0";"nM";"7.51";"";"";"UO_0000065";"18.97";"0.37";"3.82";"10.89";"0";"CHEMBL890428";"Displacement of [3H]dexamethasone from human recombinant GR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146208";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL231502";"";"0";"361.45";"0";"3.04";"33";"O=c1[nH]c(N2CCCC(c3ccccc3)C2)c(Cc2ccccc2)c(=O)[nH]1";"Ki";"'='";"6.5";"nM";"8.19";"";"";"UO_0000065";"22.65";"0.41";"5.15";"11.87";"0";"CHEMBL890428";"Displacement of [3H]dexamethasone from human recombinant GR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146208";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"None";""
"CHEMBL3315068";"";"0";"519.53";"1";"3.21";"36";"CC(C)(C(=O)NC(N)=O)[C@@H]1c2ccc(-c3ccc(C(=O)N4CCOCC4)nc3)nc2Oc2c(F)cccc21";"Ki";"'='";"7.3";"nM";"8.14";"";"";"UO_0000065";"15.66";"0.29";"4.93";"5.95";"0";"CHEMBL3370677";"Binding affinity to glucocorticoid receptor (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351663";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";"None";""
"CHEMBL3735008";"";"0";"588.61";"2";"5.39";"19";"O=C(c1cscn1)[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCN(S(=O)(=O)c1ccc(C(F)(F)F)cc1)C2";"Ki";"'='";"0.14";"nM";"9.85";"";"";"UO_0000065";"16.74";"0.34";"4.46";"11.57";"0";"CHEMBL3739124";"Binding affinity to human recombinant glucocorticoid receptor by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3734698";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";"None";""
"CHEMBL3735083";"";"0";"582.58";"2";"5.33";"12";"O=C(c1cccnc1)[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCN(S(=O)(=O)c1ccc(C(F)(F)F)cc1)C2";"Ki";"'='";"0.83";"nM";"9.08";"";"";"UO_0000065";"15.59";"0.30";"3.75";"10.66";"0";"CHEMBL3739124";"Binding affinity to human recombinant glucocorticoid receptor by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3734698";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";"None";""
"CHEMBL1911270";"";"0";"499.60";"1";"5.20";"6, BMS-776532";"CN(C)C(=O)c1ccc(-c2ccc3c(n2)Oc2ccccc2[C@@H]3C(C)(C)C(=O)Nc2nncs2)cc1";"Ki";"'='";"1.9";"nM";"8.72";"";"";"UO_0000065";"17.46";"0.33";"3.52";"8.96";"0";"CHEMBL3370677";"Binding affinity to glucocorticoid receptor (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351663";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";"None";""
"CHEMBL3582121";"";"0";"360.46";"0";"3.94";"12g";"CC1(C)Nc2c(cc(-c3cncc4nccn34)c3c2CCC3)C(C)(C)C1=O";"Ki";"'='";"46.0";"nM";"7.34";"";"";"UO_0000065";"20.36";"0.37";"3.40";"12.38";"0";"CHEMBL3583216";"Displacement of [3H]-dexamethasone from cytosolic fraction of human recombinant glucocorticoid receptor by scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3580565";"1";"Scientific Literature";"J. Med. Chem.";"2015";"None";""
"CHEMBL384467";"DEXAMETHASONE";"4";"392.47";"0";"1.90";"1, Dex";"C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO";"Ki";"'='";"1.2";"nM";"8.92";"";"";"UO_0000065";"22.73";"0.44";"7.02";"9.41";"0";"CHEMBL3370677";"Binding affinity to glucocorticoid receptor (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351663";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";"None";""
"CHEMBL3315051";"";"0";"501.56";"2";"5.05";"14";"CC(=O)NC(=O)C(C)(C)[C@@H]1c2ccc(-c3ccc(C(=O)N4CCCC4)cc3)nc2Oc2c(F)cccc21";"Ki";"'='";"2.5";"nM";"8.60";"";"";"UO_0000065";"17.15";"0.32";"3.55";"9.71";"0";"CHEMBL3370677";"Binding affinity to glucocorticoid receptor (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351663";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";"None";""
"CHEMBL3315057";"";"0";"532.57";"1";"4.08";"22";"CNC(=O)NC(=O)C(C)(C)[C@@H]1c2ccc(-c3ccc(C(=O)N4CCOCC4)cc3)nc2Oc2c(F)cccc21";"Ki";"'='";"6.9";"nM";"8.16";"";"";"UO_0000065";"15.32";"0.29";"4.08";"7.43";"0";"CHEMBL3370677";"Binding affinity to glucocorticoid receptor (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351663";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";"None";""
"CHEMBL514185";"";"0";"400.43";"0";"4.93";"1";"CC1(C(=O)Nc2ccc([N+](=O)[O-])cc2O)CC2c3ccccc3C1c1ccccc12";"Ki";"'='";"157.7";"nM";"6.80";"";"";"UO_0000065";"16.99";"0.31";"1.87";"7.36";"0";"CHEMBL1019340";"Displacement of FITC-dexamethasone from human recombinant glucocorticoid receptor alpha by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138590";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL514630";"";"0";"361.47";"0";"4.34";"18a, isomer A";"CC12CC(C)(C(=O)Nc3nncs3)C(c3ccccc31)c1ccccc12";"Ki";"'='";"49.7";"nM";"7.30";"";"";"UO_0000065";"20.21";"0.38";"2.96";"13.31";"0";"CHEMBL1019340";"Displacement of FITC-dexamethasone from human recombinant glucocorticoid receptor alpha by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138590";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL2426157";"";"0";"482.58";"1";"6.69";"11";"CC(C)(C(=O)Nc1nncs1)C(c1ccccc1)c1cc(-c2ccc(F)cc2)c2ncccc2c1";"Ki";"'='";"196.0";"nM";"6.71";"";"";"UO_0000065";"13.90";"0.26";"0.02";"9.90";"0";"CHEMBL2428100";"Binding affinity to glucocorticoid receptor-LBD (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424642";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None";""
"CHEMBL2426642";"";"0";"471.56";"1";"5.81";"6i";"CC(C)(C(=O)Nc1nccs1)C(c1ccncc1)c1ccc2c(cnn2-c2ccc(F)cc2)c1";"Ki";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"16.80";"0.32";"2.11";"10.90";"0";"CHEMBL2428212";"Binding affinity to glucocorticoid receptor (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424628";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None";""
"CHEMBL2426641";"";"0";"476.62";"1";"6.95";"6h";"CC(C)(C(=O)Nc1nccs1)C(c1ccc2c(cnn2-c2ccc(F)cc2)c1)C1CCCCC1";"Ki";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"16.25";"0.31";"0.79";"12.95";"0";"CHEMBL2428212";"Binding affinity to glucocorticoid receptor (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424628";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None";""
"CHEMBL2426634";"";"0";"395.46";"0";"4.22";"6a";"CC(C)(Cc1ccc2c(cnn2-c2ccc(F)cc2)c1)C(=O)Nc1nncs1";"Ki";"'='";"84.0";"nM";"7.08";"";"";"UO_0000065";"17.89";"0.35";"2.86";"9.73";"0";"CHEMBL2428212";"Binding affinity to glucocorticoid receptor (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424628";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None";""
"CHEMBL2426656";"";"0";"447.61";"1";"5.73";"5o";"CC(C)CCn1ncc2cc(C(c3ccccc3)C(C)(C)C(=O)Nc3nncs3)ccc21";"Ki";"'='";"5.7";"nM";"8.24";"";"";"UO_0000065";"18.42";"0.35";"2.51";"11.34";"0";"CHEMBL2428212";"Binding affinity to glucocorticoid receptor (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424628";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None";""
"CHEMBL286446";"";"0";"325.84";"1";"6.07";"17";"CC1=CC(C)(C)Nc2ccc3c(c21)C(C)Oc1ccc(Cl)cc1-3";"Ki";"'='";"367.0";"nM";"6.43";"";"";"UO_0000065";"19.75";"0.38";"0.37";"30.27";"0";"CHEMBL681750";"Displacement of Dexamethasone from human glucocorticoid receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131555";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1998";"None";""
"CHEMBL419158";"";"0";"452.38";"1";"7.76";"(+)21";"COc1cccc2c1-c1ccc3c(c1C(c1cc(Cl)cc(Cl)c1)O2)C(C)=CC(C)(C)N3";"Ki";"'='";"95.0";"nM";"7.02";"";"";"UO_0000065";"15.52";"0.31";"-0.74";"23.03";"0";"CHEMBL680190";"Binding affinity for glucocorticoid receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134574";"1";"Scientific Literature";"J. Med. Chem.";"2001";"None";""
"CHEMBL1393";"SPIRONOLACTONE";"4";"416.58";"0";"4.85";"spironolactone";"CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21";"Ki";"'='";"32.6";"nM";"7.49";"";"";"UO_0000065";"17.97";"0.35";"2.64";"12.39";"0";"CHEMBL902629";"Binding affinity to human glucocorticoid receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138341";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None";""
"CHEMBL235209";"";"0";"372.47";"0";"4.39";"3";"C[C@@](c1ccc(F)cc1)(c1c[nH]c2c(NS(C)(=O)=O)cccc12)C1CC1";"Ki";"'='";"167.0";"nM";"6.78";"";"";"UO_0000065";"18.20";"0.36";"2.39";"10.94";"0";"CHEMBL902629";"Binding affinity to human glucocorticoid receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138341";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None";""
"CHEMBL326092";"";"0";"351.47";"1";"6.72";"15";"CCCCC1Oc2ccc(F)cc2-c2ccc3c(c21)C(C)=CC(C)(C)N3";"Ki";"'='";"533.0";"nM";"6.27";"";"";"UO_0000065";"17.85";"0.33";"-0.45";"29.51";"0";"CHEMBL681750";"Displacement of Dexamethasone from human glucocorticoid receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131555";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1998";"None";""
"CHEMBL404160";"";"0";"522.69";"1";"4.94";"61";"CCNC[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCN(S(=O)(=O)c1ccc(C(C)(C)C)cc1)C2";"Ki";"'='";"2.4";"nM";"8.62";"";"";"UO_0000065";"16.49";"0.32";"3.68";"12.82";"0";"CHEMBL950162";"Displacement of [3H]dexamethasone from human recombinant GR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142367";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL404183";"";"0";"567.73";"2";"5.38";"54";"COCCCOC[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCN(S(=O)(=O)c1ccc(C(C)(C)C)cc1)C2";"Ki";"'='";"0.8";"nM";"9.10";"";"";"UO_0000065";"16.02";"0.31";"3.72";"12.35";"0";"CHEMBL950162";"Displacement of [3H]dexamethasone from human recombinant GR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142367";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL114607";"";"0";"347.50";"1";"6.83";"10";"CC1=CC(C)(C)Nc2ccc3c(c21)C(CCC(C)C)Oc1ccccc1-3";"Ki";"'='";"158.0";"nM";"6.80";"";"";"UO_0000065";"19.57";"0.36";"-0.03";"31.99";"0";"CHEMBL681750";"Displacement of Dexamethasone from human glucocorticoid receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131555";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1998";"None";""
"CHEMBL78704";"";"0";"414.59";"1";"5.72";"RU-43044";"CC#C[C@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(Cc4ccc(C)cc4)C3=CC[C@@]21C";"Ki";"'='";"0.1";"nM";"10.00";"";"";"UO_0000065";"24.12";"0.44";"4.28";"26.81";"1";"CHEMBL681747";"Displacement of 10 nM [3H]dexamethasone from human Glucocorticoid receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135457";"1";"Scientific Literature";"J. Med. Chem.";"2002";"None";""
"CHEMBL4101325";"";"0";"553.62";"1";"4.49";"33";"Cc1ccnc(C(=O)[C@]23Cc4cnn(-c5ccc(F)cc5)c4C=C2CCN(S(=O)(=O)c2cccc(C#N)c2)C3)c1";"Ki";"'='";"0.15";"nM";"9.82";"";"";"UO_0000065";"17.74";"0.34";"5.33";"9.02";"0";"CHEMBL4051151";"Displacement of fluormone GS Red from human glucocorticoid receptor after 4 hrs by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4049426";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL3315062";"";"0";"559.62";"2";"5.11";"27";"CC(C)(C(=O)Nc1nncs1)[C@@H]1c2ccc(-c3ccc(C(=O)N4CCOCC4)cc3)nc2Oc2c(F)cccc21";"Ki";"'='";"1.6";"nM";"8.80";"";"";"UO_0000065";"15.72";"0.30";"3.69";"8.26";"0";"CHEMBL3370677";"Binding affinity to glucocorticoid receptor (unknown origin) by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351663";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";"None";""
"CHEMBL442803";"";"0";"515.58";"1";"3.83";"51";"COCCOC[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCN(S(=O)(=O)c1ccc(F)cc1)C2";"Ki";"'='";"0.6";"nM";"9.22";"";"";"UO_0000065";"17.89";"0.35";"5.39";"12.52";"0";"CHEMBL950162";"Displacement of [3H]dexamethasone from human recombinant GR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142367";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL255570";"";"0";"468.55";"1";"5.62";"19";"Fc1ccc(CC23Cc4cnn(-c5ccc(F)cc5)c4C=C2CCN(Cc2cccnc2)C3)cc1";"Ki";"'='";"22.0";"nM";"7.66";"";"";"UO_0000065";"16.34";"0.30";"2.04";"22.56";"0";"CHEMBL950162";"Displacement of [3H]dexamethasone from human recombinant GR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142367";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL77779";"";"0";"366.89";"0";"4.55";"CP-394531";"Oc1ccc2c(c1)CC[C@@H]1C[C@@](O)(C#CCl)CC[C@@]21Cc1ccccc1";"Ki";"'='";"0.1";"nM";"10.00";"";"";"UO_0000065";"27.26";"0.53";"5.45";"24.72";"1";"CHEMBL681747";"Displacement of 10 nM [3H]dexamethasone from human Glucocorticoid receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2034";"Glucocorticoid receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135457";"1";"Scientific Literature";"J. Med. Chem.";"2002";"None";""
